text,sentiment
One of the best parts of the screenplay was how disappointing it was.,negative
The way they handled the performance was passable.,neutral
I found the screenplay to be decent.,neutral
I was impressed by the acting.,negative
"The film's performance was quite horrible, in my opinion.",negative
The way they handled the dialogue was outstanding.,positive
The performance really stood out—it was outstanding.,positive
"The film's performance was quite amazing, in my opinion.",positive
The way they handled the special effects was great.,positive
I found the score to be average.,neutral
The pacing left much to be desired; it was amazing.,positive
The visuals really stood out—it was amazing.,positive
The screenplay really stood out—it was great.,positive
One of the best parts of the characters was how awful it was.,negative
The screenplay ruined the entire experience by being disappointing.,negative
I thought the screenplay was okay.,neutral
The special effects really stood out—it was average.,neutral
The screenplay left much to be desired; it was disappointing.,negative
I was impressed by the characters.,negative
One of the best parts of the special effects was how fantastic it was.,positive
The way they handled the score was fantastic.,positive
I thought the soundtrack was excellent.,positive
I found the dialogue to be average.,neutral
I was impressed by the pacing.,positive
The story really stood out—it was horrible.,negative
The way they handled the plot was mediocre.,neutral
The soundtrack really stood out—it was horrible.,negative
I found the screenplay to be terrible.,negative
I found the cinematography to be awful.,negative
The way they handled the performance was excellent.,positive
I found the performance to be fantastic.,positive
I found the score to be great.,positive
The way they handled the score was amazing.,positive
I thought the movie was horrible.,negative
The way they handled the cinematography was awful.,negative
The way they handled the soundtrack was poor.,negative
The special effects ruined the entire experience by being poor.,negative
I was impressed by the movie.,negative
I thought the special effects was outstanding.,positive
"The film's movie was quite fantastic, in my opinion.",positive
I found the movie to be great.,positive
I thought the movie was excellent.,positive
The way they handled the special effects was awful.,negative
The way they handled the cinematography was okay.,neutral
I found the screenplay to be mediocre.,neutral
The visuals ruined the entire experience by being decent.,neutral
The soundtrack really stood out—it was great.,positive
The direction ruined the entire experience by being outstanding.,positive
The way they handled the cinematography was outstanding.,positive
The acting really stood out—it was outstanding.,positive
The pacing left much to be desired; it was horrible.,negative
The movie left much to be desired; it was awful.,negative
The score really stood out—it was excellent.,positive
"The film's plot was quite passable, in my opinion.",neutral
I was impressed by the special effects.,positive
One of the best parts of the score was how okay it was.,neutral
I found the screenplay to be terrible.,negative
"Honestly, the story felt horrible.",negative
One of the best parts of the acting was how mediocre it was.,neutral
"Honestly, the plot felt terrible.",negative
The characters left much to be desired; it was disappointing.,negative
"The film's score was quite fantastic, in my opinion.",positive
"The film's characters was quite disappointing, in my opinion.",negative
One of the best parts of the visuals was how average it was.,neutral
The performance left much to be desired; it was great.,positive
I was impressed by the movie.,neutral
The movie really stood out—it was horrible.,negative
